"","Class","case","fraction_total_reads","group","sex","sample"
"1846","Chitinophagia","26.unmapped",4.37e-05,"control","fem","exo"
"1847","Chitinophagia","20.unmapped",4.2e-05,"control","male","exo"
"1848","Chitinophagia","17.unmapped",6.85e-05,"control","male","exo"
"1849","Chitinophagia","18.unmapped",7.28e-05,"control","male","exo"
"1850","Chitinophagia","19.unmapped",5.48e-05,"control","male","exo"
"1851","Chitinophagia","28.unmapped",7.62e-05,"malt","fem","exo"
"1852","Chitinophagia","29.unmapped",7.11e-05,"malt","fem","exo"
"1853","Chitinophagia","22.unmapped",6.17e-05,"malt","male","exo"
"1854","Betaproteobacteria","29.unmapped",4.11e-05,"malt","fem","exo"
"1855","Betaproteobacteria","28.unmapped",4.62e-05,"malt","fem","exo"
"1856","Betaproteobacteria","18.unmapped",4.45e-05,"control","male","exo"
"1857","Betaproteobacteria","29.unmapped",5.57e-05,"malt","fem","exo"
"1858","Betaproteobacteria","24.unmapped",7.79e-05,"control","fem","exo"
"1859","Nitrospira","19.unmapped",4.54e-05,"control","male","exo"
"1860","Nitrospira","17.unmapped",7.02e-05,"control","male","exo"
"1861","Nitrospira","28.unmapped",0.000134449,"malt","fem","exo"
"1862","Nitrospira","27.unmapped",4.62e-05,"malt","fem","exo"
"1863","Nitrospira","29.unmapped",5.82e-05,"malt","fem","exo"
"1864","Nitrospira","22.unmapped",6.08e-05,"malt","male","exo"
"1865","Nitrospira","18.unmapped",6.08e-05,"control","male","exo"
"1866","Nitrospira","17.unmapped",9.93e-05,"control","male","exo"
"1867","Nitrospira","22.unmapped",7.28e-05,"malt","male","exo"
"1868","Nitrospira","29.unmapped",9.25e-05,"malt","fem","exo"
"1869","Nitrospira","26.unmapped",5.31e-05,"control","fem","exo"
"1870","Nitrospira","28.unmapped",8.99e-05,"malt","fem","exo"
"1871","Nitrospira","27.unmapped",4.45e-05,"malt","fem","exo"
"1872","Nitrospira","18.unmapped",9.42e-05,"control","male","exo"
"1873","Nitrospira","19.unmapped",7.71e-05,"control","male","exo"
"1874","Nitrospira","22.unmapped",5.31e-05,"malt","male","exo"
"1875","Nitrospira","17.unmapped",5.65e-05,"control","male","exo"
"1876","Nitrospira","28.unmapped",5.22e-05,"malt","fem","exo"
"1877","Nitrospira","18.unmapped",5.65e-05,"control","male","exo"
"1878","Nitrospira","29.unmapped",4.28e-05,"malt","fem","exo"
"1879","Actinomycetia","21.unmapped",4.54e-05,"malt","male","exo"
"1880","Actinomycetia","27.unmapped",4.45e-05,"malt","fem","exo"
"1881","Actinomycetia","26.unmapped",7.79e-05,"control","fem","exo"
"1882","Actinomycetia","20.unmapped",6.25e-05,"control","male","exo"
"1883","Actinomycetia","23.unmapped",5.22e-05,"malt","male","exo"
"1884","Actinomycetia","24.unmapped",4.71e-05,"control","fem","exo"
"1885","Actinomycetia","20.unmapped",5.74e-05,"control","male","exo"
"1886","Actinomycetia","27.unmapped",4.2e-05,"malt","fem","exo"
"1887","Actinomycetia","27.unmapped",6.42e-05,"malt","fem","exo"
"1888","Actinomycetia","20.unmapped",4.62e-05,"control","male","exo"
"1889","Actinomycetia","26.unmapped",4.37e-05,"control","fem","exo"
"1890","Actinomycetia","26.unmapped",4.11e-05,"control","fem","exo"
"1891",NA,NA,NA,NA,NA,"exo"
"1892","Alphaproteobacteria","25.unmapped",4.45e-05,"control","fem","exo"
"1893","Alphaproteobacteria","29.unmapped",4.2e-05,"malt","fem","exo"
"1894","Alphaproteobacteria","18.unmapped",4.71e-05,"control","male","exo"
"1895","Alphaproteobacteria","22.unmapped",4.8e-05,"malt","male","exo"
"1896","Alphaproteobacteria","28.unmapped",5.31e-05,"malt","fem","exo"
"1897","Alphaproteobacteria","18.unmapped",4.28e-05,"control","male","exo"
"1898","Gammaproteobacteria","18.unmapped",6.34e-05,"control","male","exo"
"1899","Gammaproteobacteria","17.unmapped",5.4e-05,"control","male","exo"
"1900","Gammaproteobacteria","28.unmapped",7.19e-05,"malt","fem","exo"
"1901","Gammaproteobacteria","29.unmapped",5.4e-05,"malt","fem","exo"
"1902","Gammaproteobacteria","22.unmapped",8.82e-05,"malt","male","exo"
"1903","Gammaproteobacteria","19.unmapped",4.71e-05,"control","male","exo"
"1904","Alphaproteobacteria","26.unmapped",7.79e-05,"control","fem","exo"
"1905","Bacteroidia","29.unmapped",4.97e-05,"malt","fem","exo"
"1906","Bacteroidia","28.unmapped",7.88e-05,"malt","fem","exo"
"1907","Betaproteobacteria","27.unmapped",0.000258621,"malt","fem","exo"
"1908","Opitutae","19.unmapped",8.22e-05,"control","male","exo"
"1909","Opitutae","22.unmapped",9.51e-05,"malt","male","exo"
"1910","Opitutae","27.unmapped",5.05e-05,"malt","fem","exo"
"1911","Opitutae","29.unmapped",0.000116465,"malt","fem","exo"
"1912","Opitutae","28.unmapped",0.000112183,"malt","fem","exo"
"1913","Opitutae","17.unmapped",0.000107901,"control","male","exo"
"1914","Opitutae","24.unmapped",4.37e-05,"control","fem","exo"
"1915","Opitutae","18.unmapped",9.59e-05,"control","male","exo"
"1916","Opitutae","18.unmapped",5.99e-05,"control","male","exo"
"1917","Opitutae","21.unmapped",4.45e-05,"malt","male","exo"
"1918","Opitutae","25.unmapped",5.31e-05,"control","fem","exo"
"1919","Opitutae","22.unmapped",6.59e-05,"malt","male","exo"
"1920","Opitutae","19.unmapped",6.51e-05,"control","male","exo"
"1921","Opitutae","29.unmapped",7.28e-05,"malt","fem","exo"
"1922","Opitutae","27.unmapped",7.36e-05,"malt","fem","exo"
"1923","Opitutae","26.unmapped",5.74e-05,"control","fem","exo"
"1924","Opitutae","17.unmapped",6.42e-05,"control","male","exo"
"1925","Opitutae","24.unmapped",5.14e-05,"control","fem","exo"
"1926","Opitutae","28.unmapped",7.36e-05,"malt","fem","exo"
"1927","Flavobacteriia","17.unmapped",6.59e-05,"control","male","exo"
"1928","Flavobacteriia","27.unmapped",0.000160139,"malt","fem","exo"
"1929","Flavobacteriia","19.unmapped",0.000158427,"control","male","exo"
"1930","Flavobacteriia","28.unmapped",0.000250914,"malt","fem","exo"
"1931","Betaproteobacteria","27.unmapped",0.000114752,"malt","fem","exo"
"1932","Betaproteobacteria","19.unmapped",0.000234643,"control","male","exo"
"1933","Betaproteobacteria","23.unmapped",8.14e-05,"malt","male","exo"
"1934","Betaproteobacteria","26.unmapped",0.000463291,"control","fem","exo"
"1935","Betaproteobacteria","21.unmapped",0.000273179,"malt","male","exo"
"1936","Betaproteobacteria","29.unmapped",0.000183261,"malt","fem","exo"
"1937","Betaproteobacteria","28.unmapped",0.000197819,"malt","fem","exo"
"1938","Betaproteobacteria","18.unmapped",0.000412766,"control","male","exo"
"1939","Betaproteobacteria","17.unmapped",0.000211521,"control","male","exo"
"1940","Betaproteobacteria","25.unmapped",0.000388788,"control","fem","exo"
"1941","Betaproteobacteria","24.unmapped",0.000333981,"control","fem","exo"
"1942","Betaproteobacteria","20.unmapped",0.000273179,"control","male","exo"
"1943","Betaproteobacteria","22.unmapped",0.000192681,"malt","male","exo"
"1944","Betaproteobacteria","25.unmapped",5.05e-05,"control","fem","exo"
"1945","Betaproteobacteria","26.unmapped",6.59e-05,"control","fem","exo"
"1946","Betaproteobacteria","22.unmapped",5.57e-05,"malt","male","exo"
"1947","Betaproteobacteria","29.unmapped",6.17e-05,"malt","fem","exo"
"1948","Betaproteobacteria","24.unmapped",4.71e-05,"control","fem","exo"
"1949","Betaproteobacteria","18.unmapped",5.91e-05,"control","male","exo"
"1950","Betaproteobacteria","17.unmapped",4.28e-05,"control","male","exo"
"1951","Betaproteobacteria","23.unmapped",4.11e-05,"malt","male","exo"
"1952","Betaproteobacteria","28.unmapped",5.74e-05,"malt","fem","exo"
"1953","Betaproteobacteria","19.unmapped",9.85e-05,"control","male","exo"
"1954","Bacilli","29.unmapped",4.62e-05,"malt","fem","exo"
"1955","Clostridia","24.unmapped",4.11e-05,"control","fem","exo"
"1956","Deltaproteobacteria","20.unmapped",7.02e-05,"control","male","exo"
"1957","Deltaproteobacteria","22.unmapped",0.000162709,"malt","male","exo"
"1958","Deltaproteobacteria","28.unmapped",0.000149007,"malt","fem","exo"
"1959","Deltaproteobacteria","24.unmapped",6.51e-05,"control","fem","exo"
"1960","Deltaproteobacteria","23.unmapped",4.54e-05,"malt","male","exo"
"1961","Deltaproteobacteria","29.unmapped",0.000154145,"malt","fem","exo"
"1962","Deltaproteobacteria","17.unmapped",0.000125885,"control","male","exo"
"1963","Deltaproteobacteria","18.unmapped",0.000125885,"control","male","exo"
"1964","Deltaproteobacteria","27.unmapped",6.59e-05,"malt","fem","exo"
"1965","Deltaproteobacteria","21.unmapped",5.82e-05,"malt","male","exo"
"1966","Deltaproteobacteria","25.unmapped",6.25e-05,"control","fem","exo"
"1967","Deltaproteobacteria","26.unmapped",5.65e-05,"control","fem","exo"
"1968","Deltaproteobacteria","19.unmapped",0.000143869,"control","male","exo"
"1969","Planctomycetia","28.unmapped",4.37e-05,"malt","fem","exo"
"1970","Planctomycetia","19.unmapped",4.28e-05,"control","male","exo"
"1971","Planctomycetia","17.unmapped",4.62e-05,"control","male","exo"
"1972","Planctomycetia","18.unmapped",4.71e-05,"control","male","exo"
"1973","Planctomycetia","22.unmapped",6.17e-05,"malt","male","exo"
"1974","Planctomycetia","29.unmapped",4.62e-05,"malt","fem","exo"
"1975","Bacteroidia","28.unmapped",6.08e-05,"malt","fem","exo"
"1976","Bacteroidia","27.unmapped",4.62e-05,"malt","fem","exo"
"1977","Bacteroidia","18.unmapped",6.08e-05,"control","male","exo"
"1978","Bacteroidia","17.unmapped",4.28e-05,"control","male","exo"
"1979","Bacteroidia","29.unmapped",4.97e-05,"malt","fem","exo"
"1980","Chlamydiia","29.unmapped",8.56e-05,"malt","fem","exo"
"1981","Chlamydiia","28.unmapped",5.82e-05,"malt","fem","exo"
"1982","Chlamydiia","17.unmapped",6.34e-05,"control","male","exo"
"1983","Chlamydiia","19.unmapped",5.82e-05,"control","male","exo"
"1984","Chlamydiia","22.unmapped",5.99e-05,"malt","male","exo"
"1985","Alphaproteobacteria","27.unmapped",4.62e-05,"malt","fem","exo"
"1986","Alphaproteobacteria","25.unmapped",0.000111327,"control","fem","exo"
"1987","Alphaproteobacteria","22.unmapped",0.000113896,"malt","male","exo"
"1988","Alphaproteobacteria","24.unmapped",0.000112183,"control","fem","exo"
"1989","Alphaproteobacteria","21.unmapped",9.68e-05,"malt","male","exo"
"1990","Alphaproteobacteria","26.unmapped",5.82e-05,"control","fem","exo"
"1991","Bacilli","21.unmapped",5.14e-05,"malt","male","exo"
"1992","Alphaproteobacteria","17.unmapped",4.88e-05,"control","male","exo"
"1993","Gammaproteobacteria","22.unmapped",0.000235499,"malt","male","exo"
"1994","Gammaproteobacteria","25.unmapped",7.28e-05,"control","fem","exo"
"1995","Gammaproteobacteria","24.unmapped",0.000198676,"control","fem","exo"
"1996","Gammaproteobacteria","21.unmapped",0.000177267,"malt","male","exo"
"1997","Gammaproteobacteria","29.unmapped",0.000301439,"malt","fem","exo"
"1998","Gammaproteobacteria","28.unmapped",0.000159283,"malt","fem","exo"
"1999","Gammaproteobacteria","17.unmapped",0.000226936,"control","male","exo"
"2000","Gammaproteobacteria","20.unmapped",0.000143869,"control","male","exo"
"2001","Gammaproteobacteria","18.unmapped",0.00015072,"control","male","exo"
"2002","Gammaproteobacteria","23.unmapped",0.000379368,"malt","male","exo"
"2003","Gammaproteobacteria","27.unmapped",0.000405915,"malt","fem","exo"
"2004","Gammaproteobacteria","26.unmapped",0.000309146,"control","fem","exo"
"2005","Gammaproteobacteria","19.unmapped",0.000202958,"control","male","exo"
"2006","Betaproteobacteria","25.unmapped",0.000207239,"control","fem","exo"
"2007","Betaproteobacteria","19.unmapped",0.000285168,"control","male","exo"
"2008","Betaproteobacteria","28.unmapped",0.000283455,"malt","fem","exo"
"2009","Betaproteobacteria","27.unmapped",0.000165278,"malt","fem","exo"
"2010","Betaproteobacteria","18.unmapped",0.000488126,"control","male","exo"
"2011","Betaproteobacteria","22.unmapped",0.000220941,"malt","male","exo"
"2012","Betaproteobacteria","20.unmapped",0.000208952,"control","male","exo"
"2013","Betaproteobacteria","24.unmapped",0.000202101,"control","fem","exo"
"2014","Betaproteobacteria","29.unmapped",0.000237212,"malt","fem","exo"
"2015","Betaproteobacteria","26.unmapped",0.000282599,"control","fem","exo"
"2016","Betaproteobacteria","21.unmapped",0.000257765,"malt","male","exo"
"2017","Betaproteobacteria","23.unmapped",6.34e-05,"malt","male","exo"
"2018","Betaproteobacteria","17.unmapped",0.000268041,"control","male","exo"
"2019","Sphingobacteriia","17.unmapped",4.37e-05,"control","male","exo"
"2020","Sphingobacteriia","28.unmapped",5.05e-05,"malt","fem","exo"
"2021","Deltaproteobacteria","29.unmapped",5.99e-05,"malt","fem","exo"
"2022","Deltaproteobacteria","19.unmapped",4.54e-05,"control","male","exo"
"2023","Deltaproteobacteria","28.unmapped",5.82e-05,"malt","fem","exo"
"2024","Deltaproteobacteria","17.unmapped",5.4e-05,"control","male","exo"
"2025","Deltaproteobacteria","22.unmapped",5.4e-05,"malt","male","exo"
"2026","Deltaproteobacteria","18.unmapped",5.05e-05,"control","male","exo"
"2027","Negativicutes","19.unmapped",4.62e-05,"control","male","exo"
"2028","Tissierellia","27.unmapped",5.57e-05,"malt","fem","exo"
"2029","Alphaproteobacteria","22.unmapped",4.88e-05,"malt","male","exo"
"2030","Alphaproteobacteria","20.unmapped",7.54e-05,"control","male","exo"
"2031","Alphaproteobacteria","29.unmapped",5.22e-05,"malt","fem","exo"
"2032","Alphaproteobacteria","23.unmapped",0.000126741,"malt","male","exo"
"2033","Alphaproteobacteria","28.unmapped",4.37e-05,"malt","fem","exo"
"2034","Alphaproteobacteria","17.unmapped",6.25e-05,"control","male","exo"
"2035","Alphaproteobacteria","21.unmapped",5.57e-05,"malt","male","exo"
"2036","Alphaproteobacteria","17.unmapped",8.82e-05,"control","male","exo"
"2037","Alphaproteobacteria","28.unmapped",4.97e-05,"malt","fem","exo"
"2038","Alphaproteobacteria","29.unmapped",0.000106189,"malt","fem","exo"
"2039","Alphaproteobacteria","22.unmapped",4.54e-05,"malt","male","exo"
"2040","Alphaproteobacteria","24.unmapped",8.22e-05,"control","fem","exo"
"2041","Alphaproteobacteria","20.unmapped",9.25e-05,"control","male","exo"
"2042","Alphaproteobacteria","23.unmapped",0.000358815,"malt","male","exo"
"2043","Alphaproteobacteria","27.unmapped",4.71e-05,"malt","fem","exo"
"2044","Alphaproteobacteria","25.unmapped",5.99e-05,"control","fem","exo"
"2045","Alphaproteobacteria","26.unmapped",4.71e-05,"control","fem","exo"
"2046","Phycisphaerae","22.unmapped",6.25e-05,"malt","male","exo"
"2047","Phycisphaerae","18.unmapped",5.05e-05,"control","male","exo"
"2048","Phycisphaerae","29.unmapped",5.4e-05,"malt","fem","exo"
"2049","Phycisphaerae","17.unmapped",5.82e-05,"control","male","exo"
"2050","Phycisphaerae","28.unmapped",5.91e-05,"malt","fem","exo"
"2051","Planctomycetia","28.unmapped",8.39e-05,"malt","fem","exo"
"2052","Planctomycetia","27.unmapped",4.2e-05,"malt","fem","exo"
"2053","Planctomycetia","18.unmapped",6.77e-05,"control","male","exo"
"2054","Planctomycetia","22.unmapped",7.96e-05,"malt","male","exo"
"2055","Planctomycetia","29.unmapped",8.31e-05,"malt","fem","exo"
"2056","Planctomycetia","17.unmapped",7.62e-05,"control","male","exo"
"2057","Planctomycetia","21.unmapped",4.71e-05,"malt","male","exo"
"2058","Planctomycetia","20.unmapped",5.05e-05,"control","male","exo"
"2059","Planctomycetia","19.unmapped",7.11e-05,"control","male","exo"
"2060","Planctomycetia","25.unmapped",4.37e-05,"control","fem","exo"
"2061","Planctomycetia","24.unmapped",6.51e-05,"control","fem","exo"
"2062","Planctomycetia","17.unmapped",4.62e-05,"control","male","exo"
"2063","Planctomycetia","22.unmapped",4.37e-05,"malt","male","exo"
"2064","Planctomycetia","28.unmapped",5.74e-05,"malt","fem","exo"
"2065","Planctomycetia","26.unmapped",4.2e-05,"control","fem","exo"
"2066","Planctomycetia","19.unmapped",5.99e-05,"control","male","exo"
"2067","Planctomycetia","29.unmapped",4.62e-05,"malt","fem","exo"
"2068","Planctomycetia","25.unmapped",4.11e-05,"control","fem","exo"
"2069","Planctomycetia","17.unmapped",5.65e-05,"control","male","exo"
"2070","Planctomycetia","24.unmapped",5.99e-05,"control","fem","exo"
"2071","Planctomycetia","22.unmapped",6.08e-05,"malt","male","exo"
"2072","Planctomycetia","18.unmapped",4.97e-05,"control","male","exo"
"2073","Planctomycetia","19.unmapped",4.54e-05,"control","male","exo"
"2074","Planctomycetia","20.unmapped",5.91e-05,"control","male","exo"
"2075","Planctomycetia","25.unmapped",4.2e-05,"control","fem","exo"
"2076","Planctomycetia","29.unmapped",5.22e-05,"malt","fem","exo"
"2077","Planctomycetia","21.unmapped",5.74e-05,"malt","male","exo"
"2078","Planctomycetia","28.unmapped",5.74e-05,"malt","fem","exo"
"2079","Planctomycetia","26.unmapped",6.94e-05,"control","fem","exo"
"2080","Planctomycetia","18.unmapped",7.36e-05,"control","male","exo"
"2081","Planctomycetia","21.unmapped",0.000134449,"malt","male","exo"
"2082","Planctomycetia","19.unmapped",7.88e-05,"control","male","exo"
"2083","Planctomycetia","26.unmapped",0.000118178,"control","fem","exo"
"2084","Planctomycetia","17.unmapped",7.96e-05,"control","male","exo"
"2085","Planctomycetia","20.unmapped",0.000101051,"control","male","exo"
"2086","Planctomycetia","24.unmapped",0.000142156,"control","fem","exo"
"2087","Planctomycetia","25.unmapped",0.00015072,"control","fem","exo"
"2088","Planctomycetia","27.unmapped",4.2e-05,"malt","fem","exo"
"2089","Planctomycetia","29.unmapped",8.73e-05,"malt","fem","exo"
"2090","Planctomycetia","28.unmapped",7.96e-05,"malt","fem","exo"
"2091","Planctomycetia","22.unmapped",0.000105332,"malt","male","exo"
"2092","Betaproteobacteria","29.unmapped",0.001150949,"malt","fem","exo"
"2093","Betaproteobacteria","17.unmapped",0.001197193,"control","male","exo"
"2094","Betaproteobacteria","25.unmapped",0.000143869,"control","fem","exo"
"2095","Betaproteobacteria","19.unmapped",0.001149236,"control","male","exo"
"2096","Betaproteobacteria","22.unmapped",0.001272552,"malt","male","exo"
"2097","Betaproteobacteria","21.unmapped",0.000155858,"malt","male","exo"
"2098","Betaproteobacteria","20.unmapped",0.0001413,"control","male","exo"
"2099","Betaproteobacteria","27.unmapped",0.000660254,"malt","fem","exo"
"2100","Betaproteobacteria","18.unmapped",0.000885477,"control","male","exo"
"2101","Betaproteobacteria","23.unmapped",0.000391357,"malt","male","exo"
"2102","Betaproteobacteria","28.unmapped",0.001253712,"malt","fem","exo"
"2103","Betaproteobacteria","26.unmapped",0.000229505,"control","fem","exo"
"2104","Betaproteobacteria","24.unmapped",0.000192681,"control","fem","exo"
